Season/Team,is_goalie,Passing,Receiving,Frequency,Passing_Sum_Frequency,Pass Probability,player_id_x,season_starts_x,average_location_x,row_id_x,player_id_y,season_starts_y,average_location_y,row_id_y,pass_completed,source,target,source_x,source_y,target_x,target_y
La Liga 2020/2021 Barcelona,0,Sergio Busquets i Burgos,Sergino Dest,111.0,1855.0,0.059838275,5203,30,"[60.64644268774705, 41.794762845849824]",3,21881,21,"[69.61120879120882, 64.02923076923081]",8,0.8239700374531835,Sergio Busquets i Burgos,Sergino Dest,0.505387022397892,0.5224345355731228,0.5800934065934069,0.8003653846153851
La Liga 2020/2021 Barcelona,1,Marc-André ter Stegen,Óscar Mingueza García,108.0,675.5,0.159881569,20055,29,"[11.704034582132566, 39.61152737752163]",4,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.8014981273408239,Marc-André ter Stegen,Óscar Mingueza García,0.09753362151777138,0.4951440922190204,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Antoine Griezmann,44.0,1017.5,0.043243243,43728,20,"[51.68424908424908, 57.95457875457874]",9,5487,29,"[74.46686626746508, 37.307984031936144]",5,0.32209737827715357,Óscar Mingueza García,Antoine Griezmann,0.4307020757020757,0.7244322344322343,0.6205572188955423,0.4663498003992018
La Liga 2020/2021 Barcelona,0,Antoine Griezmann,Óscar Mingueza García,43.0,932.0,0.046137339,5487,29,"[74.46686626746508, 37.307984031936144]",5,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.3146067415730337,Antoine Griezmann,Óscar Mingueza García,0.6205572188955423,0.4663498003992018,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Clément Lenglet,Frenkie de Jong,246.0,1700.0,0.144705882,6826,28,"[48.21802325581388, 24.019534883720908]",6,8118,32,"[60.19215876089059, 39.63969022265244]",2,1.8352059925093633,Clément Lenglet,Frenkie de Jong,0.40181686046511567,0.3002441860465114,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Clément Lenglet,235.0,1814.5,0.129512262,8118,32,"[60.19215876089059, 39.63969022265244]",2,6826,28,"[48.21802325581388, 24.019534883720908]",6,1.752808988764045,Frenkie de Jong,Clément Lenglet,0.5016013230074216,0.4954961277831555,0.40181686046511567,0.3002441860465114
La Liga 2020/2021 Barcelona,0,Sergio Busquets i Burgos,Frenkie de Jong,317.0,1855.0,0.170889488,5203,30,"[60.64644268774705, 41.794762845849824]",3,8118,32,"[60.19215876089059, 39.63969022265244]",2,2.3670411985018727,Sergio Busquets i Burgos,Frenkie de Jong,0.505387022397892,0.5224345355731228,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Antoine Griezmann,129.0,1814.5,0.071093965,8118,32,"[60.19215876089059, 39.63969022265244]",2,5487,29,"[74.46686626746508, 37.307984031936144]",5,0.9588014981273408,Frenkie de Jong,Antoine Griezmann,0.5016013230074216,0.4954961277831555,0.6205572188955423,0.4663498003992018
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Sergio Busquets i Burgos,167.0,1017.5,0.164127764,43728,20,"[51.68424908424908, 57.95457875457874]",9,5203,30,"[60.64644268774705, 41.794762845849824]",3,1.243445692883895,Óscar Mingueza García,Sergio Busquets i Burgos,0.4307020757020757,0.7244322344322343,0.505387022397892,0.5224345355731228
La Liga 2020/2021 Barcelona,0,Antoine Griezmann,Frenkie de Jong,88.0,932.0,0.094420601,5487,29,"[74.46686626746508, 37.307984031936144]",5,8118,32,"[60.19215876089059, 39.63969022265244]",2,0.651685393258427,Antoine Griezmann,Frenkie de Jong,0.6205572188955423,0.4663498003992018,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Frenkie de Jong,198.0,1017.5,0.194594595,43728,20,"[51.68424908424908, 57.95457875457874]",9,8118,32,"[60.19215876089059, 39.63969022265244]",2,1.4756554307116105,Óscar Mingueza García,Frenkie de Jong,0.4307020757020757,0.7244322344322343,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,1,Marc-André ter Stegen,Frenkie de Jong,96.0,675.5,0.14211695,20055,29,"[11.704034582132566, 39.61152737752163]",4,8118,32,"[60.19215876089059, 39.63969022265244]",2,0.7116104868913857,Marc-André ter Stegen,Frenkie de Jong,0.09753362151777138,0.4951440922190204,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Sergio Busquets i Burgos,Óscar Mingueza García,149.0,1855.0,0.08032345,5203,30,"[60.64644268774705, 41.794762845849824]",3,43728,20,"[51.68424908424908, 57.95457875457874]",9,1.1086142322097379,Sergio Busquets i Burgos,Óscar Mingueza García,0.505387022397892,0.5224345355731228,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Sergio Busquets i Burgos,297.0,1814.5,0.163681455,8118,32,"[60.19215876089059, 39.63969022265244]",2,5203,30,"[60.64644268774705, 41.794762845849824]",3,2.2172284644194757,Frenkie de Jong,Sergio Busquets i Burgos,0.5016013230074216,0.4954961277831555,0.505387022397892,0.5224345355731228
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Óscar Mingueza García,153.0,1814.5,0.08432075,8118,32,"[60.19215876089059, 39.63969022265244]",2,43728,20,"[51.68424908424908, 57.95457875457874]",9,1.1385767790262171,Frenkie de Jong,Óscar Mingueza García,0.5016013230074216,0.4954961277831555,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Clément Lenglet,81.0,1017.5,0.07960688,43728,20,"[51.68424908424908, 57.95457875457874]",9,6826,28,"[48.21802325581388, 24.019534883720908]",6,0.599250936329588,Óscar Mingueza García,Clément Lenglet,0.4307020757020757,0.7244322344322343,0.40181686046511567,0.3002441860465114
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Marc-André ter Stegen,48.0,1814.5,0.026453568,8118,32,"[60.19215876089059, 39.63969022265244]",2,20055,29,"[11.704034582132566, 39.61152737752163]",4,0.352059925093633,Frenkie de Jong,Marc-André ter Stegen,0.5016013230074216,0.4954961277831555,0.09753362151777138,0.4951440922190204
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Jordi Alba Ramos,232.0,1814.5,0.127858914,8118,32,"[60.19215876089059, 39.63969022265244]",2,5211,33,"[64.3328934010153, 13.335837563451763]",0,1.7303370786516854,Frenkie de Jong,Jordi Alba Ramos,0.5016013230074216,0.4954961277831555,0.5361074450084609,0.16669796954314703
La Liga 2020/2021 Barcelona,0,Pedro González López,Óscar Mingueza García,65.0,1234.0,0.05267423,30486,26,"[70.47105643994209, 33.34645441389291]",7,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.4794007490636704,Pedro González López,Óscar Mingueza García,0.5872588036661841,0.4168306801736613,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Pedro González López,Sergio Busquets i Burgos,133.0,1234.0,0.107779579,30486,26,"[70.47105643994209, 33.34645441389291]",7,5203,30,"[60.64644268774705, 41.794762845849824]",3,0.9887640449438202,Pedro González López,Sergio Busquets i Burgos,0.5872588036661841,0.4168306801736613,0.505387022397892,0.5224345355731228
La Liga 2020/2021 Barcelona,0,Pedro González López,Frenkie de Jong,140.0,1234.0,0.113452188,30486,26,"[70.47105643994209, 33.34645441389291]",7,8118,32,"[60.19215876089059, 39.63969022265244]",2,1.0411985018726593,Pedro González López,Frenkie de Jong,0.5872588036661841,0.4168306801736613,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Lionel Andrés Messi Cuccittini,97.0,1017.5,0.095331695,43728,20,"[51.68424908424908, 57.95457875457874]",9,5503,33,"[76.28396674584323, 45.30712589073629]",1,0.7191011235955056,Óscar Mingueza García,Lionel Andrés Messi Cuccittini,0.4307020757020757,0.7244322344322343,0.6356997228820269,0.5663390736342035
La Liga 2020/2021 Barcelona,0,Jordi Alba Ramos,Frenkie de Jong,269.0,1802.0,0.149278579,5211,33,"[64.3328934010153, 13.335837563451763]",0,8118,32,"[60.19215876089059, 39.63969022265244]",2,2.00749063670412,Jordi Alba Ramos,Frenkie de Jong,0.5361074450084609,0.16669796954314703,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Lionel Andrés Messi Cuccittini,Frenkie de Jong,212.0,1648.5,0.128601759,5503,33,"[76.28396674584323, 45.30712589073629]",1,8118,32,"[60.19215876089059, 39.63969022265244]",2,1.5805243445692885,Lionel Andrés Messi Cuccittini,Frenkie de Jong,0.6356997228820269,0.5663390736342035,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Lionel Andrés Messi Cuccittini,285.0,1814.5,0.157068063,8118,32,"[60.19215876089059, 39.63969022265244]",2,5503,33,"[76.28396674584323, 45.30712589073629]",1,2.1273408239700373,Frenkie de Jong,Lionel Andrés Messi Cuccittini,0.5016013230074216,0.4954961277831555,0.6356997228820269,0.5663390736342035
La Liga 2020/2021 Barcelona,1,Marc-André ter Stegen,Antoine Griezmann,25.0,675.5,0.037009623,20055,29,"[11.704034582132566, 39.61152737752163]",4,5487,29,"[74.46686626746508, 37.307984031936144]",5,0.1797752808988764,Marc-André ter Stegen,Antoine Griezmann,0.09753362151777138,0.4951440922190204,0.6205572188955423,0.4663498003992018
La Liga 2020/2021 Barcelona,0,Lionel Andrés Messi Cuccittini,Óscar Mingueza García,63.0,1648.5,0.038216561,5503,33,"[76.28396674584323, 45.30712589073629]",1,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.46441947565543074,Lionel Andrés Messi Cuccittini,Óscar Mingueza García,0.6356997228820269,0.5663390736342035,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Pedro González López,51.0,1017.5,0.05012285,43728,20,"[51.68424908424908, 57.95457875457874]",9,30486,26,"[70.47105643994209, 33.34645441389291]",7,0.37453183520599254,Óscar Mingueza García,Pedro González López,0.4307020757020757,0.7244322344322343,0.5872588036661841,0.4168306801736613
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Pedro González López,177.0,1814.5,0.097547534,8118,32,"[60.19215876089059, 39.63969022265244]",2,30486,26,"[70.47105643994209, 33.34645441389291]",7,1.3183520599250935,Frenkie de Jong,Pedro González López,0.5016013230074216,0.4954961277831555,0.5872588036661841,0.4168306801736613
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Marc-André ter Stegen,83.0,1017.5,0.081572482,43728,20,"[51.68424908424908, 57.95457875457874]",9,20055,29,"[11.704034582132566, 39.61152737752163]",4,0.6142322097378277,Óscar Mingueza García,Marc-André ter Stegen,0.4307020757020757,0.7244322344322343,0.09753362151777138,0.4951440922190204
La Liga 2020/2021 Barcelona,0,Clément Lenglet,Óscar Mingueza García,62.0,1700.0,0.036470588,6826,28,"[48.21802325581388, 24.019534883720908]",6,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.45692883895131087,Clément Lenglet,Óscar Mingueza García,0.40181686046511567,0.3002441860465114,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Sergino Dest,143.0,1017.5,0.140540541,43728,20,"[51.68424908424908, 57.95457875457874]",9,21881,21,"[69.61120879120882, 64.02923076923081]",8,1.0636704119850187,Óscar Mingueza García,Sergino Dest,0.4307020757020757,0.7244322344322343,0.5800934065934069,0.8003653846153851
La Liga 2020/2021 Barcelona,0,Sergino Dest,Óscar Mingueza García,128.0,830.0,0.154216867,21881,21,"[69.61120879120882, 64.02923076923081]",8,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.951310861423221,Sergino Dest,Óscar Mingueza García,0.5800934065934069,0.8003653846153851,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Sergino Dest,138.0,1814.5,0.076054009,8118,32,"[60.19215876089059, 39.63969022265244]",2,21881,21,"[69.61120879120882, 64.02923076923081]",8,1.0262172284644195,Frenkie de Jong,Sergino Dest,0.5016013230074216,0.4954961277831555,0.5800934065934069,0.8003653846153851
La Liga 2020/2021 Barcelona,0,Sergino Dest,Antoine Griezmann,77.0,830.0,0.092771084,21881,21,"[69.61120879120882, 64.02923076923081]",8,5487,29,"[74.46686626746508, 37.307984031936144]",5,0.5692883895131086,Sergino Dest,Antoine Griezmann,0.5800934065934069,0.8003653846153851,0.6205572188955423,0.4663498003992018
La Liga 2020/2021 Barcelona,0,Antoine Griezmann,Sergino Dest,58.0,932.0,0.06223176,5487,29,"[74.46686626746508, 37.307984031936144]",5,21881,21,"[69.61120879120882, 64.02923076923081]",8,0.42696629213483145,Antoine Griezmann,Sergino Dest,0.6205572188955423,0.4663498003992018,0.5800934065934069,0.8003653846153851
La Liga 2020/2021 Barcelona,0,Pedro González López,Sergino Dest,95.0,1234.0,0.076985413,30486,26,"[70.47105643994209, 33.34645441389291]",7,21881,21,"[69.61120879120882, 64.02923076923081]",8,0.704119850187266,Pedro González López,Sergino Dest,0.5872588036661841,0.4168306801736613,0.5800934065934069,0.8003653846153851
La Liga 2020/2021 Barcelona,0,Sergino Dest,Clément Lenglet,23.0,830.0,0.027710843,21881,21,"[69.61120879120882, 64.02923076923081]",8,6826,28,"[48.21802325581388, 24.019534883720908]",6,0.1647940074906367,Sergino Dest,Clément Lenglet,0.5800934065934069,0.8003653846153851,0.40181686046511567,0.3002441860465114
La Liga 2020/2021 Barcelona,0,Sergino Dest,Frenkie de Jong,146.0,830.0,0.175903614,21881,21,"[69.61120879120882, 64.02923076923081]",8,8118,32,"[60.19215876089059, 39.63969022265244]",2,1.0861423220973783,Sergino Dest,Frenkie de Jong,0.5800934065934069,0.8003653846153851,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Jordi Alba Ramos,Óscar Mingueza García,42.0,1802.0,0.023307436,5211,33,"[64.3328934010153, 13.335837563451763]",0,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.30711610486891383,Jordi Alba Ramos,Óscar Mingueza García,0.5361074450084609,0.16669796954314703,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Jordi Alba Ramos,40.0,1017.5,0.039312039,43728,20,"[51.68424908424908, 57.95457875457874]",9,5211,33,"[64.3328934010153, 13.335837563451763]",0,0.29213483146067415,Óscar Mingueza García,Jordi Alba Ramos,0.4307020757020757,0.7244322344322343,0.5361074450084609,0.16669796954314703
La Liga 2020/2021 Barcelona,0,Sergino Dest,Pedro González López,106.0,830.0,0.127710843,21881,21,"[69.61120879120882, 64.02923076923081]",8,30486,26,"[70.47105643994209, 33.34645441389291]",7,0.7865168539325843,Sergino Dest,Pedro González López,0.5800934065934069,0.8003653846153851,0.5872588036661841,0.4168306801736613
La Liga 2020/2021 Barcelona,0,Gerard Piqué Bernabéu,Frenkie de Jong,91.0,814.0,0.111793612,5213,18,"[44.90674157303369, 46.00134831460674]",10,8118,32,"[60.19215876089059, 39.63969022265244]",2,0.6741573033707865,Gerard Piqué Bernabéu,Frenkie de Jong,0.3742228464419474,0.5750168539325842,0.5016013230074216,0.4954961277831555
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Gerard Piqué Bernabéu,98.0,1814.5,0.054009369,8118,32,"[60.19215876089059, 39.63969022265244]",2,5213,18,"[44.90674157303369, 46.00134831460674]",10,0.7265917602996255,Frenkie de Jong,Gerard Piqué Bernabéu,0.5016013230074216,0.4954961277831555,0.3742228464419474,0.5750168539325842
La Liga 2020/2021 Barcelona,0,Gerard Piqué Bernabéu,Antoine Griezmann,17.0,814.0,0.020884521,5213,18,"[44.90674157303369, 46.00134831460674]",10,5487,29,"[74.46686626746508, 37.307984031936144]",5,0.1198501872659176,Gerard Piqué Bernabéu,Antoine Griezmann,0.3742228464419474,0.5750168539325842,0.6205572188955423,0.4663498003992018
La Liga 2020/2021 Barcelona,0,Sergino Dest,Gerard Piqué Bernabéu,31.0,830.0,0.037349398,21881,21,"[69.61120879120882, 64.02923076923081]",8,5213,18,"[44.90674157303369, 46.00134831460674]",10,0.2247191011235955,Sergino Dest,Gerard Piqué Bernabéu,0.5800934065934069,0.8003653846153851,0.3742228464419474,0.5750168539325842
La Liga 2020/2021 Barcelona,0,Gerard Piqué Bernabéu,Sergino Dest,47.0,814.0,0.057739558,5213,18,"[44.90674157303369, 46.00134831460674]",10,21881,21,"[69.61120879120882, 64.02923076923081]",8,0.3445692883895131,Gerard Piqué Bernabéu,Sergino Dest,0.3742228464419474,0.5750168539325842,0.5800934065934069,0.8003653846153851
La Liga 2020/2021 Barcelona,0,Sergio Busquets i Burgos,Marc-André ter Stegen,26.0,1855.0,0.014016173,5203,30,"[60.64644268774705, 41.794762845849824]",3,20055,29,"[11.704034582132566, 39.61152737752163]",4,0.18726591760299627,Sergio Busquets i Burgos,Marc-André ter Stegen,0.505387022397892,0.5224345355731228,0.09753362151777138,0.4951440922190204
La Liga 2020/2021 Barcelona,0,Antoine Griezmann,Marc-André ter Stegen,1.0,932.0,0.001072961,5487,29,"[74.46686626746508, 37.307984031936144]",5,20055,29,"[11.704034582132566, 39.61152737752163]",4,0.0,Antoine Griezmann,Marc-André ter Stegen,0.6205572188955423,0.4663498003992018,0.09753362151777138,0.4951440922190204
La Liga 2020/2021 Barcelona,0,Gerard Piqué Bernabéu,Óscar Mingueza García,95.0,814.0,0.116707617,5213,18,"[44.90674157303369, 46.00134831460674]",10,43728,20,"[51.68424908424908, 57.95457875457874]",9,0.704119850187266,Gerard Piqué Bernabéu,Óscar Mingueza García,0.3742228464419474,0.5750168539325842,0.4307020757020757,0.7244322344322343
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Gerard Piqué Bernabéu,100.0,1017.5,0.098280098,43728,20,"[51.68424908424908, 57.95457875457874]",9,5213,18,"[44.90674157303369, 46.00134831460674]",10,0.7415730337078652,Óscar Mingueza García,Gerard Piqué Bernabéu,0.4307020757020757,0.7244322344322343,0.3742228464419474,0.5750168539325842
La Liga 2020/2021 Barcelona,0,Lionel Andrés Messi Cuccittini,Marc-André ter Stegen,1.0,1648.5,0.000606612,5503,33,"[76.28396674584323, 45.30712589073629]",1,20055,29,"[11.704034582132566, 39.61152737752163]",4,0.0,Lionel Andrés Messi Cuccittini,Marc-André ter Stegen,0.6356997228820269,0.5663390736342035,0.09753362151777138,0.4951440922190204
La Liga 2020/2021 Barcelona,0,Jordi Alba Ramos,Shot,36.0,1802.0,0.019977802,5211,33,"[64.3328934010153, 13.335837563451763]",0,1111111111,33,"[120, 40]",11,0.26217228464419473,Jordi Alba Ramos,Shot,0.5361074450084609,0.16669796954314703,1.0,0.5
La Liga 2020/2021 Barcelona,0,Lionel Andrés Messi Cuccittini,Shot,292.5,1648.5,0.177434031,5503,33,"[76.28396674584323, 45.30712589073629]",1,1111111111,33,"[120, 40]",11,2.183520599250936,Lionel Andrés Messi Cuccittini,Shot,0.6356997228820269,0.5663390736342035,1.0,0.5
La Liga 2020/2021 Barcelona,0,Frenkie de Jong,Shot,22.5,1814.5,0.01240011,8118,32,"[60.19215876089059, 39.63969022265244]",2,1111111111,33,"[120, 40]",11,0.16104868913857678,Frenkie de Jong,Shot,0.5016013230074216,0.4954961277831555,1.0,0.5
La Liga 2020/2021 Barcelona,0,Sergio Busquets i Burgos,Shot,3.0,1855.0,0.001617251,5203,30,"[60.64644268774705, 41.794762845849824]",3,1111111111,33,"[120, 40]",11,0.0149812734082397,Sergio Busquets i Burgos,Shot,0.505387022397892,0.5224345355731228,1.0,0.5
La Liga 2020/2021 Barcelona,1,Marc-André ter Stegen,Shot,1.5,675.5,0.002220577,20055,29,"[11.704034582132566, 39.61152737752163]",4,1111111111,33,"[120, 40]",11,0.003745318352059925,Marc-André ter Stegen,Shot,0.09753362151777138,0.4951440922190204,1.0,0.5
La Liga 2020/2021 Barcelona,0,Antoine Griezmann,Shot,96.0,932.0,0.103004292,5487,29,"[74.46686626746508, 37.307984031936144]",5,1111111111,33,"[120, 40]",11,0.7116104868913857,Antoine Griezmann,Shot,0.6205572188955423,0.4663498003992018,1.0,0.5
La Liga 2020/2021 Barcelona,0,Clément Lenglet,Shot,15.0,1700.0,0.008823529,6826,28,"[48.21802325581388, 24.019534883720908]",6,1111111111,33,"[120, 40]",11,0.10486891385767791,Clément Lenglet,Shot,0.40181686046511567,0.3002441860465114,1.0,0.5
La Liga 2020/2021 Barcelona,0,Pedro González López,Shot,33.0,1234.0,0.026742301,30486,26,"[70.47105643994209, 33.34645441389291]",7,1111111111,33,"[120, 40]",11,0.2397003745318352,Pedro González López,Shot,0.5872588036661841,0.4168306801736613,1.0,0.5
La Liga 2020/2021 Barcelona,0,Sergino Dest,Shot,21.0,830.0,0.025301205,21881,21,"[69.61120879120882, 64.02923076923081]",8,1111111111,33,"[120, 40]",11,0.149812734082397,Sergino Dest,Shot,0.5800934065934069,0.8003653846153851,1.0,0.5
La Liga 2020/2021 Barcelona,0,Óscar Mingueza García,Shot,13.5,1017.5,0.013267813,43728,20,"[51.68424908424908, 57.95457875457874]",9,1111111111,33,"[120, 40]",11,0.09363295880149813,Óscar Mingueza García,Shot,0.4307020757020757,0.7244322344322343,1.0,0.5
La Liga 2020/2021 Barcelona,0,Gerard Piqué Bernabéu,Shot,12.0,814.0,0.014742015,5213,18,"[44.90674157303369, 46.00134831460674]",10,1111111111,33,"[120, 40]",11,0.08239700374531835,Gerard Piqué Bernabéu,Shot,0.3742228464419474,0.5750168539325842,1.0,0.5
